재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기말	전기말	전전기말	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_IntangibleAssetsOtherThanGoodwill	      무형자산	9,614,739,539	24,253,750,044	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_RightofuseAssets	      사용권자산	63,075,440,113	0	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_LongTermTradeAndOtherNonCurrentReceivablesGross	      기타채권	3,416,868,339	3,750,173,010	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	dart_OtherNonCurrentAssets	      기타비유동자산	5,255,559,742	5,414,854,422	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_DeferredTaxAssets	      이연법인세자산	4,992,076,100	4,992,039,721	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_Assets	   자산총계	1,251,195,082,153	1,173,209,251,233	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_LiabilitiesAbstract	부채 [abstract]			
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CurrentLiabilities	   유동부채	575,386,808,584	595,596,225,715	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_TradeAndOtherCurrentPayables	      매입채무	7,732,680,670	29,546,983,886	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	entity00201450_udf_BS_20171026145953920_CurrentLiabilities	      기타채무	32,945,912,398	32,871,712,452	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_ShorttermBorrowings	      단기차입금	481,112,842,716	515,308,734,517	
재무상태표, 유동/비유동법-별도재무제표	[068400]	AJ렌터카	유가증권시장상장법인	761	운송장비 임대업	12	2019-06-30	반기보고서	KRW	ifrs_CurrentLeaseLiabilities	      유동리스부채	38,557,433,427	0	
