재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월 	당기 반기 누적 	전기 반기 3개월 	전기 반기 누적 	전기	전전기
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	2,099,967,111	3,768,546,113	2,896,152,333	5,382,845,216		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	4,450,839,598	9,124,894,041	3,833,426,016	7,874,542,247		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	entity00296078_udf_IS_20195914114216_StatementOfComprehensiveIncomeAbstract	대손상각비	38,831,135	-4,351,865	-41,377,926	-41,126,476		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	-2,389,703,622	-5,351,996,063	-895,895,757	-2,450,570,555		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OtherGains	기타이익	68,904,236	79,292,761	19,066,730	39,703,290		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OtherLosses	기타손실	79,074,039	95,455,400	-254,439,715	51,691,683		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	243,616,866	1,215,023,298	930,798,532	2,115,657,525		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융원가	354,898,381	1,061,039,723	1,140,634,118	1,932,668,999		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	entity00296078_udf_IS_2017113155659205_StatementOfComprehensiveIncomeAbstract	관계기업에 대한 지분법손익	562,563,837	81,692,414	-951,536,874	-623,328,752		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	-1,948,591,103	-5,132,482,713	-1,783,761,772	-2,902,899,174		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	-161,601,956	-181,514,745	-9,324,279,337	-9,190,771,518		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossFromContinuingOperations	계속영업이익(손실)	-1,786,989,147	-4,950,967,968	7,540,517,565	6,287,872,344		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossFromDiscontinuedOperations	중단영업이익(손실)			310,479,370	323,035,598		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	-1,786,989,147	-4,950,967,968	7,850,996,935	6,610,907,942		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	9,357,467	26,103,389	-1,738,427,198	198,127,864		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax	   당기손익으로 재분류되지 않는 항목(세전기타포괄손익)	-444,125	-1,125,681	-2,180,096,608	195,470,245		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeBeforeTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정손익(세전기타포괄손익)	-444,125	-1,125,681	-1,126,502	-2,681,949		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillNotBeReclassifiedToProfitOrLossBeforeTax	      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세전기타포괄손익)			-21,005,521	-11,064,471		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	entity00296078_udf_IS_2019812115972_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossBeforeTax	      기타포괄손익공정가치측정금융자산평가이익			-2,157,964,585	209,216,665		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossBeforeTax	   당기손익으로 재분류될 수 있는 항목(세전기타포괄손익)	9,801,592	27,229,070	441,669,410	2,657,619		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationBeforeTax	      해외사업장환산외환차이(세전기타포괄이익)			55,421,120	90,834,687		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossBeforeTax	      지분법 적용대상 관계기업과 공동기업의 기타포괄손익에 대한 지분(세전기타포괄손익)	9,801,592	27,229,070	386,248,290	-88,177,068		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	-1,777,631,680	-4,924,864,579	6,112,569,737	6,809,035,806		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주에게 귀속되는 당기순이익(손실)	-1,378,804,654	-3,954,644,972	7,891,472,294	6,855,826,262		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분에 귀속되는 당기순이익(손실)	-408,184,493	-996,322,996	-40,475,359	-244,918,320		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   총 포괄손익, 지배기업의 소유주에게 귀속되는 지분	-1,367,362,255	-3,926,456,651	6,127,932,640	7,053,954,126		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   총 포괄손익, 비지배지분	-410,269,425	-998,407,928	-15,362,903	-244,918,320		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShareFromContinuingOperations	   계속영업기본주당이익(손실)	-72	-205	391	347		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShareFromDiscontinuedOperations	   중단영업기본주당이익(손실)			16	17		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShareFromContinuingOperations	   계속영업희석주당이익(손실)	-72	-205	388	342		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[054620]	APS홀딩스	코스닥시장상장법인	649	기타 금융업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShareFromDiscontinuedOperations	   중단영업희석주당이익(손실)			16	17		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	수익(매출액)	144,779,953,103	231,936,434,630	185,232,218,029	332,495,559,211		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	119,744,241,896	194,802,943,622	162,998,316,917	286,770,062,034		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	25,035,711,207	37,133,491,008	22,233,901,112	45,725,497,177		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	14,370,803,914	24,390,750,759	10,692,549,164	23,656,156,936		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	entity01203808_udf_IS_2018810111551721_StatementOfComprehensiveIncomeAbstract	대손상각비	-186,487,411	-1,335,071,096	2,300,768,776	2,276,065,229		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	10,851,394,704	14,077,811,345	9,240,583,172	19,793,275,012		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherGains	기타수익	1,598,924,562	3,682,898,947	6,404,415,143	10,380,048,641		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	entity01203808_udf_IS_2018810111748550_StatementOfComprehensiveIncomeAbstract	기타의 대손상각비	0	0	-197,217,123	-197,217,123		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	1,601,906,521	2,819,739,505	4,028,147,585	10,502,607,661		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	entity01203808_udf_IS_2018810111940662_StatementOfComprehensiveIncomeAbstract	이자수익	195,766,023	404,402,441	104,257,731	476,101,004		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	141,645,670	462,020,653	-143,955,879	690,470,495		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	4,021,194,432	7,507,256,652	7,643,867,269	8,736,218,514		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	7,164,630,006	8,300,137,229	4,130,502,436	12,298,286,100		
포괄손익계산서, 기능별 분류(세전기타포괄손익) - 연결재무제표(선택)	[265520]	AP시스템	코스닥시장상장법인	292	특수 목적용 기계 제조업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	1,544,041,329	2,266,754,712	157,840,154	80,106,797		
