재무제표종류	종목코드	회사명	시장구분	업종	업종명	결산월	결산기준일	보고서종류	통화	항목코드	항목명	당기 반기 3개월 	당기 반기 누적 	전기 반기 3개월 	전기 반기 누적 	전기	전전기
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	entity00126201_udf_IS_201711503114527_StatementOfComprehensiveIncomeAbstract	지분법손익	189,019,272	260,093,085	585,710,137	980,876,656		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherGains	기타영업외이익	675,580,168	860,069,072	531,526,958	687,332,259		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherLosses	기타영업외비용	98,785,732	151,608,179	263,305,188	354,617,084		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익	1,610,039,575	5,027,543,909	3,910,377,117	5,961,177,029		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	264,728,054	1,104,562,334	851,145,298	1,203,604,771		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익	1,345,311,521	3,922,981,575	3,059,231,819	4,757,572,258		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	83,953,828	287,708,098	268,030,996	317,680,847		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는 세후기타포괄손익	23,998,151	29,017,816	1,949,808	-40,314,191		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의재측정요소	23,998,151	29,017,816	1,949,808	-40,314,191		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되는 세후기타포괄손익	59,955,677	258,690,282	266,081,188	357,995,038		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnFinancialAssetsMeasuredAtFairValueThroughOtherComprehensiveIncomeNetOfTax	      기타포괄손익-공정가치측정금융자산평가손익	-89,135,168	-88,014,446	71,359,413	235,933,313		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업환산손익	149,937,479	346,662,349	194,996,060	122,413,290		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	      지분법자본변동	-846,634	42,379	-274,285	-351,565		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	1,429,265,349	4,210,689,673	3,327,262,815	5,075,253,105		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	당기순이익의 귀속						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업의 소유주	1,283,391,667	3,778,783,807	3,099,253,504	4,795,708,326		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	61,919,854	144,197,768	-40,021,685	-38,136,068		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업의 소유주	1,348,000,956	4,018,579,254	3,351,820,016	5,119,512,372		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배지분	81,264,393	192,110,419	-24,557,201	-44,259,267		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본주당이익	160	471	386	598		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[006660]	삼성공조	유가증권시장상장법인	303	자동차 신품 부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_DilutedEarningsLossPerShare	   희석주당이익	160	471	386	598		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	매출액	7,971,964,685,339	15,329,016,646,299	7,927,726,817,922	15,404,048,354,180		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	7,079,193,126,788	13,622,966,300,731	6,868,238,844,790	13,416,835,037,078		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	892,771,558,551	1,706,050,345,568	1,059,487,973,132	1,987,213,317,102		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	672,084,865,657	1,380,209,234,403	681,362,307,503	1,399,916,376,736		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_OperatingIncomeLoss	영업이익(손실)	220,686,692,894	325,841,111,165	378,125,665,629	587,296,940,366		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_OtherGains	기타수익	275,053,613,946	664,149,373,580	291,610,286,663	786,169,165,383		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_OtherLosses	기타비용	200,201,216,862	345,113,442,739	188,317,141,867	327,995,166,773		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceIncome	금융수익	44,273,035,945	96,165,337,879	79,478,007,249	118,045,661,638		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_FinanceCosts	금융비용	67,556,068,013	124,754,251,765	73,140,588,274	131,157,348,279		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	entity00149655_udf_IS_20171027143416595_StatementOfComprehensiveIncomeAbstract	지분법이익	26,165,172,580	37,962,699,769	7,939,214,188	13,897,390,343		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	entity00149655_udf_IS_20171027143412990_StatementOfComprehensiveIncomeAbstract	지분법손실	11,416,156,720	17,278,037,555	48,929,360,300	108,408,632,811		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossBeforeTax	법인세비용차감전순이익(손실)	287,005,073,770	636,972,790,334	446,766,083,288	937,848,009,867		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_IncomeTaxExpenseContinuingOperations	법인세비용	79,577,007,777	207,110,839,846	114,703,813,578	229,870,823,824		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익(손실)	207,428,065,993	429,861,950,488	332,062,269,710	707,977,186,043		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	340,918,980,458	2,033,260,761,177	-1,585,234,197,394	-1,610,059,687,532		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류되는 포괄손익	20,446,357,217	39,206,136,631	41,242,184,394	44,060,242,819		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	      지분법자본변동	-5,980,998,228	-5,754,806,487	14,812,043,324	17,249,052,855		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업환산손익	27,657,817,970	48,819,475,173	28,001,872,392	39,262,234,361		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnCashFlowHedgesNetOfTax	      현금흐름위험회피파생상품평가손익	-1,230,462,525	-3,858,532,055	-1,571,731,322	-12,451,044,397		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류되지 않는 포괄손익	320,472,623,241	1,994,054,624,546	-1,626,476,381,788	-1,654,119,930,351		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	entity00149655_udf_IS_201881317234036_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익-공정가치 측정 금융자산 평가손익	320,528,173,473	1,994,167,882,769	-1,626,476,381,788	-1,654,119,930,351		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정손익(세후기타포괄손익)	-55,550,232	-113,258,223				
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	총포괄손익	548,347,046,451	2,463,122,711,665	-1,253,171,927,684	-902,082,501,489		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToAbstract	당기순이익(손실)의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToOwnersOfParent	   지배기업 소유주지분	219,804,801,224	469,129,512,862	360,970,426,266	765,167,696,051		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLossAttributableToNoncontrollingInterests	   비지배지분	-12,376,735,231	-39,267,562,374	-28,908,156,556	-57,190,510,008		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업 소유주지분	559,928,307,360	2,499,655,339,608	-1,236,495,131,748	-855,683,198,001		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배지분	-11,581,260,909	-36,532,627,943	-16,676,795,936	-46,399,303,488		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_EarningsPerShareAbstract	주당이익 [abstract]						
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[028260]	삼성물산	유가증권시장상장법인	467	기타 전문 도매업	12	2019-06-30	반기보고서	KRW	ifrs_BasicEarningsLossPerShare	   기본주당순이익(손실)	1,332	2,844	2,188	4,639		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	당기순이익	193,634,287,436	334,640,002,196	186,847,707,987	318,467,585,835		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	13,039,049,849	44,042,716,307	11,655,529,320	26,953,356,301		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류되지 않는 항목	-3,054,140,054	-4,139,330,262	-4,544,771,640	-2,665,964,010		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      확정급여제도의 재측정요소	-3,054,140,054	-4,139,330,262	-4,544,771,640	-2,665,964,010		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   후속적으로 당기손익으로 재분류될 수 있는 항목	16,093,189,903	48,182,046,569	16,200,300,960	29,619,320,311		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	      지분법자본변동	219,335,188	1,038,264,727	802,177,901	1,161,680,706		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업장환산손익	15,873,854,715	47,143,781,842	15,398,123,059	28,457,639,605		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	당기포괄이익	206,673,337,285	378,682,718,503	198,503,237,307	345,420,942,136		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	총 포괄손익의 귀속 [abstract]						
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업소유지분	202,597,141,439	370,869,280,197	194,425,856,337	344,448,240,097		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[018260]	삼성에스디에스	유가증권시장상장법인	620	컴퓨터 프로그래밍, 시스템 통합 및 관리업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배지분	4,076,195,846	7,813,438,306	4,077,380,970	972,702,039		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ProfitLoss	반기순이익	73,486,720,330	177,515,841,941	17,529,533,592	29,374,561,453		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_OtherComprehensiveIncome	기타포괄손익	996,319,581	-9,655,141,965	-45,412,171,555	-24,499,903,130		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류되지 않는 항목	418,715,452	1,061,591,629	-1,240,143,995	-1,378,715,911		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeNetOfTaxGainsLossesOnRemeasurementsOfDefinedBenefitPlans	      순확정급여부채 재측정요소	-290,237,345	-587,761,140	-660,068,392	-1,315,118,840		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	entity00126308_udf_IS_2018511101622473_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익-공정가치 측정 금융자산 평가	842,632,399	1,988,277,799	-976,005,480	-503,767,586		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	entity00126308_udf_IS_2017112183829191_OtherComprehensiveIncomeThatWillNotBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익관련 법인세효과	-133,679,602	-338,925,030	395,929,877	440,170,515		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	dart_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	   당기손익으로 재분류될 수 있는 항목	577,604,129	-10,716,733,594	-44,172,027,560	-23,121,187,219		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnCashFlowHedgesNetOfTax	      파생상품평가	-2,177,469,357	-9,922,599,018	-39,665,107,543	-30,105,864,379		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_GainsLossesOnExchangeDifferencesOnTranslationNetOfTax	      해외사업환산손익	4,634,185,350	3,371,611,275	-15,795,815,074	-4,453,740,375		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	dart_ShareOfOtherComprehensiveIncomeOfAssociatesAndJointVenturesAccountedForUsingEquityMethodThatWillBeReclassifiedToProfitOrLossNetOfTax	      관계기업 지분법평가	-2,406,059,448	-6,567,014,813	1,689,939,031	4,152,798,355		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	entity00126308_udf_IS_201884211227814_OtherComprehensiveIncomeThatWillBeReclassifiedToProfitOrLossNetOfTax	      기타포괄손익관련 법인세효과	526,947,584	2,401,268,962	9,598,956,026	7,285,619,180		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncome	반기총포괄손익	74,483,039,911	167,860,699,976	-27,882,637,963	4,874,658,323		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToAbstract	연결총포괄손익의 귀속						
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToOwnersOfParent	   지배기업 소유주지분	73,283,785,284	162,655,476,072	-22,878,216,001	8,678,226,360		
포괄손익계산서(세후기타포괄손익) - 연결재무제표	[028050]	삼성엔지니어링	유가증권시장상장법인	721	건축기술, 엔지니어링 및 관련 기술 서비스업	12	2019-06-30	반기보고서	KRW	ifrs_ComprehensiveIncomeAttributableToNoncontrollingInterests	   비지배지분	1,199,254,627	5,205,223,904	-5,004,421,962	-3,803,568,037		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[009150]	삼성전기	유가증권시장상장법인	262	전자부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_Revenue	매출액	1,957,747,694,174	4,082,032,049,162	1,809,771,707,112	3,828,545,239,169		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[009150]	삼성전기	유가증권시장상장법인	262	전자부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_CostOfSales	매출원가	1,465,610,142,631	3,015,612,576,884	1,284,455,513,773	2,831,120,603,759		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[009150]	삼성전기	유가증권시장상장법인	262	전자부품 제조업	12	2019-06-30	반기보고서	KRW	ifrs_GrossProfit	매출총이익	492,137,551,543	1,066,419,472,278	525,316,193,339	997,424,635,410		
포괄손익계산서, 기능별 분류(세후기타포괄손익) - 연결재무제표	[009150]	삼성전기	유가증권시장상장법인	262	전자부품 제조업	12	2019-06-30	반기보고서	KRW	dart_TotalSellingGeneralAdministrativeExpenses	판매비와관리비	346,973,564,418	678,736,562,036	318,506,340,646	636,608,268,503		
